"filename", "language", "C++", "Makefile", "comment", "blank", "total"
"/home/levce/projectsDED/event_handler2/Event_handler/Application.h", "C++", 39, 0, 0, 10, 49
"/home/levce/projectsDED/event_handler2/Event_handler/Button.h", "C++", 137, 0, 0, 29, 166
"/home/levce/projectsDED/event_handler2/Event_handler/Canvas.h", "C++", 16, 0, 0, 4, 20
"/home/levce/projectsDED/event_handler2/Event_handler/Color.cpp", "C++", 270, 0, 0, 77, 347
"/home/levce/projectsDED/event_handler2/Event_handler/Color.h", "C++", 66, 0, 0, 19, 85
"/home/levce/projectsDED/event_handler2/Event_handler/Command.h", "C++", 8, 0, 0, 2, 10
"/home/levce/projectsDED/event_handler2/Event_handler/CompositeObject.h", "C++", 148, 0, 0, 38, 186
"/home/levce/projectsDED/event_handler2/Event_handler/Container.h", "C++", 12, 0, 0, 3, 15
"/home/levce/projectsDED/event_handler2/Event_handler/Decorator.h", "C++", 148, 0, 0, 27, 175
"/home/levce/projectsDED/event_handler2/Event_handler/DecoratorScroll.h", "C++", 13, 0, 17, 8, 38
"/home/levce/projectsDED/event_handler2/Event_handler/DecoratorScrollBar.h", "C++", 97, 0, 0, 23, 120
"/home/levce/projectsDED/event_handler2/Event_handler/Event.h", "C++", 261, 0, 0, 40, 301
"/home/levce/projectsDED/event_handler2/Event_handler/EventManager.h", "C++", 84, 0, 0, 19, 103
"/home/levce/projectsDED/event_handler2/Event_handler/Image.h", "C++", 66, 0, 0, 18, 84
"/home/levce/projectsDED/event_handler2/Event_handler/Label.h", "C++", 37, 0, 0, 8, 45
"/home/levce/projectsDED/event_handler2/Event_handler/MainWindow.h", "C++", 15, 0, 0, 4, 19
"/home/levce/projectsDED/event_handler2/Event_handler/Makefile", "Makefile", 0, 16, 0, 8, 24
"/home/levce/projectsDED/event_handler2/Event_handler/Object.h", "C++", 173, 0, 4, 39, 216
"/home/levce/projectsDED/event_handler2/Event_handler/RenderTexture.h", "C++", 40, 0, 0, 9, 49
"/home/levce/projectsDED/event_handler2/Event_handler/ReplaceCommand.h", "C++", 6, 0, 0, 3, 9
"/home/levce/projectsDED/event_handler2/Event_handler/ScrollBar.h", "C++", 94, 0, 0, 21, 115
"/home/levce/projectsDED/event_handler2/Event_handler/SimpleCommand.h", "C++", 23, 0, 0, 9, 32
"/home/levce/projectsDED/event_handler2/Event_handler/Sprite.h", "C++", 77, 0, 0, 19, 96
"/home/levce/projectsDED/event_handler2/Event_handler/Surface.h", "C++", 9, 0, 0, 4, 13
"/home/levce/projectsDED/event_handler2/Event_handler/Text.h", "C++", 30, 0, 0, 7, 37
"/home/levce/projectsDED/event_handler2/Event_handler/Texture.h", "C++", 35, 0, 0, 12, 47
"/home/levce/projectsDED/event_handler2/Event_handler/Tool.h", "C++", 12, 0, 0, 4, 16
"/home/levce/projectsDED/event_handler2/Event_handler/ToolManager.h", "C++", 27, 0, 0, 8, 35
"/home/levce/projectsDED/event_handler2/Event_handler/ToolPaint.h", "C++", 18, 0, 0, 8, 26
"/home/levce/projectsDED/event_handler2/Event_handler/Vector2d.cpp", "C++", 67, 0, 0, 18, 85
"/home/levce/projectsDED/event_handler2/Event_handler/Vector2d.h", "C++", 32, 0, 0, 7, 39
"/home/levce/projectsDED/event_handler2/Event_handler/Widget.h", "C++", 46, 0, 0, 25, 71
"/home/levce/projectsDED/event_handler2/Event_handler/Window.cpp", "C++", 47, 0, 0, 20, 67
"/home/levce/projectsDED/event_handler2/Event_handler/Window.h", "C++", 25, 0, 0, 7, 32
"/home/levce/projectsDED/event_handler2/Event_handler/constants.h", "C++", 10, 0, 0, 2, 12
"/home/levce/projectsDED/event_handler2/Event_handler/functions.cpp", "C++", 34, 0, 0, 9, 43
"/home/levce/projectsDED/event_handler2/Event_handler/functions.h", "C++", 6, 0, 0, 2, 8
"/home/levce/projectsDED/event_handler2/Event_handler/main.cpp", "C++", 59, 0, 0, 20, 79
"/home/levce/projectsDED/event_handler2/Event_handler/t.cpp", "C++", 19, 0, 0, 3, 22
"/home/levce/projectsDED/event_handler2/Event_handler/test.cpp", "C++", 33, 0, 0, 11, 44
"/home/levce/projectsDED/event_handler2/Event_handler/test2.cpp", "C++", 22, 0, 0, 7, 29
"/home/levce/projectsDED/event_handler2/Event_handler/test3.cpp", "C++", 21, 0, 0, 3, 24
"/home/levce/projectsDED/event_handler2/Event_handler/tools.h", "C++", 95, 0, 11, 24, 130
"Total", "-", 2477, 16, 32, 638, 3163
